tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived,data_source_rainfall,real_climate_data,synthetic_survival_data,dataset_version
Eucalyptus,Nairobi,Turkana,Volcanic,685.3057096895903,29.43075662571672,1229.940021663911,7.8015347448758705,Transition,Cutting,Low,Irrigation,81,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Northern,Machakos,Volcanic,635.9155511161678,16.957345958736767,1088.4625173832696,6.645345907310349,Transition,Cutting,Medium,Borehole,102,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Eastern,Garissa,Rocky,646.4189204178281,21.434146758549684,2075.111801603384,6.685157810386269,Dry,Cutting,Low,Rain-fed,39,0.7100000000000001,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Central,Mombasa,Loam,611.4339650715334,17.87161805915408,2224.864776533893,5.516271617211523,Dry,Cutting,High,Borehole,24,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Northern,Meru,Clay,644.4727405048784,25.212477294897965,1544.5436294528108,6.198018847410671,Dry,Seedling,High,Borehole,105,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Rift Valley,Turkana,Black Cotton,613.8567796677524,23.219134633083826,1804.4735281111648,5.903809805748153,Transition,Seedling,High,Rain-fed,119,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Eastern,Nyeri,Loam,662.0949879354255,27.91324264247828,2146.487952971178,6.720398695693055,Wet,Cutting,Medium,Irrigation,59,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Central,Mombasa,Rocky,612.5358766404413,16.292988242687386,893.1586181183433,7.745384724064398,Dry,Seedling,Low,Rain-fed,2,0.56,0,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Rift Valley,Turkana,Rocky,649.8714131377324,17.717902135193153,2650.883368759239,5.996350507069735,Transition,Seedling,Low,Borehole,21,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Central,Nairobi,Black Cotton,629.553252758374,21.113993800369943,1376.2195565497818,5.904717058391467,Dry,Cutting,Low,Irrigation,80,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Eastern,Meru,Rocky,687.3189059812314,22.71975646438524,1533.8212474589834,7.694809030583318,Wet,Cutting,Low,Borehole,29,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Garissa,Rocky,628.4467072631986,19.864884030220423,2743.89602471541,7.025382709747847,Wet,Seedling,High,Irrigation,35,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Western,Eldoret,Volcanic,542.3647700322789,22.42398864513072,1081.4213526833282,7.905654162844748,Transition,Seedling,High,Irrigation,118,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Western,Eldoret,Volcanic,694.1124684783226,16.78708423233087,1025.1873919751952,5.932277007476306,Wet,Cutting,Low,Borehole,27,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nyanza,Turkana,Red Soil,585.729778399492,23.110836704970023,1890.7686765366973,6.190310196120344,Dry,Direct Seeding,High,River,85,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nairobi,Marsabit,Sandy,598.328076510182,18.355885047490894,1931.035944932493,6.7166715425221,Transition,Direct Seeding,Medium,Rain-fed,73,0.91,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nyanza,Kisumu,Volcanic,601.2333287404484,13.106694398197538,2782.1846074411587,6.920125636007574,Transition,Seedling,High,Rain-fed,17,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Northern,Nyeri,Clay,699.7382981011639,28.129395241121017,618.7355617058056,7.663937656742802,Transition,Direct Seeding,High,River,26,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,North Eastern,Nyeri,Clay,524.2326827436882,28.96715764445577,944.7249171324016,5.698507387756699,Transition,Direct Seeding,High,Irrigation,55,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Western,Garissa,Red Soil,787.9038201256227,22.281483478865024,1797.7481044054591,7.406128239964387,Dry,Seedling,Low,Rain-fed,86,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Central,Nyeri,Red Soil,683.8192338959255,27.42499141426839,1575.0589683625244,6.698705694529245,Wet,Seedling,High,Rain-fed,107,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Northern,Meru,Volcanic,642.178339149081,14.935500474588167,1625.8673733258213,7.545068308131945,Wet,Cutting,Low,River,88,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Central,Turkana,Sandy,628.2716934118087,17.046512452318836,2725.35660869972,7.779921449658063,Wet,Seedling,High,Irrigation,23,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Central,Kakamega,Volcanic,645.2940971855058,23.599115313070328,2653.9758819312483,5.571579261834104,Dry,Direct Seeding,High,Borehole,45,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Northern,Turkana,Loam,657.0725148615899,20.74114862367561,2406.669540969105,7.622907675359052,Wet,Direct Seeding,Low,Rain-fed,26,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nyanza,Machakos,Volcanic,663.2771727401258,28.537473206158708,811.2886720840511,7.849958213477066,Wet,Direct Seeding,High,Irrigation,77,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Nairobi,Sandy,658.7966167427954,22.021955487017628,2510.8048535853027,7.3244818302958095,Wet,Cutting,Medium,Irrigation,117,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Northern,Nairobi,Clay,635.4954275053855,23.903880492847318,1478.4750661749988,5.53392392476004,Transition,Cutting,Low,River,26,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Kisumu,Rocky,621.1494724272567,24.43952183426586,2921.726943576612,6.38506398336935,Wet,Cutting,Low,Borehole,75,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Coast,Nairobi,Red Soil,623.4527292599474,22.699126356630263,1581.2084704986053,7.070136327876063,Transition,Seedling,High,Rain-fed,63,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Central,Meru,Black Cotton,621.2709794249889,15.84763878743538,676.2352321314198,6.208865061314537,Dry,Cutting,Low,Rain-fed,93,0.89,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Eastern,Garissa,Clay,687.7048982859762,21.23348899614374,1753.5163942736071,6.174251913114209,Transition,Seedling,High,Irrigation,114,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Kisumu,Sandy,660.6942295566661,27.621767700758216,2396.802168766939,5.651494241156234,Dry,Direct Seeding,High,Irrigation,80,0.7699999999999999,0,World Bank Real Data Based,True,True,v2_real_climate
Pine,Coast,Nakuru,Sandy,483.996961709409,24.001091954193367,767.4999287089983,6.595343928423917,Wet,Direct Seeding,High,Irrigation,74,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nairobi,Nyeri,Red Soil,663.811432269111,20.17369080790516,2283.547652251679,5.68637971217558,Dry,Direct Seeding,High,Irrigation,86,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Western,Turkana,Clay,640.7532031785618,21.839905977564644,2642.2198855133925,7.539378968642787,Dry,Cutting,Low,Rain-fed,83,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Coast,Kisumu,Rocky,630.0809556203282,19.693240087067533,2016.1592129389123,7.353127926791217,Transition,Cutting,Low,Rain-fed,14,0.65,0,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Coast,Kakamega,Red Soil,611.5904707881787,23.84864370516971,616.9000345279155,6.84526414639808,Wet,Cutting,High,Rain-fed,101,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Northern,Turkana,Loam,687.2220294419236,30.303504395616443,2756.732444806148,6.940416685317167,Dry,Cutting,High,River,63,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Rift Valley,Kisumu,Red Soil,678.3927165487659,24.649050328418195,729.066211248228,5.552380425736312,Wet,Cutting,Medium,Irrigation,31,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,North Eastern,Nairobi,Sandy,592.3725100514425,16.10025964676216,1311.1637281847247,7.236562510955236,Dry,Seedling,Medium,Rain-fed,92,0.6699999999999999,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,North Eastern,Kakamega,Volcanic,651.3690077988498,17.759665365572914,2760.35187226075,6.088270995188427,Wet,Cutting,Medium,Borehole,35,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nyanza,Mombasa,Red Soil,582.4335567155587,26.733865033167863,1464.5507221850646,7.253758644218726,Dry,Direct Seeding,Low,Borehole,40,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Eastern,Kitui,Volcanic,562.0354852031764,24.698919834518392,1263.8777855580338,5.6132585601529215,Wet,Cutting,High,Borehole,105,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nairobi,Kakamega,Black Cotton,599.6805322131247,14.625246601448309,2194.341498951958,5.968117372346809,Transition,Seedling,Low,Rain-fed,72,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Northern,Kakamega,Black Cotton,674.136067061761,26.163100945104432,1350.0603382399495,7.792560630944592,Wet,Cutting,Low,Borehole,76,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nairobi,Nairobi,Loam,678.6726457114273,29.789758787152834,796.91853235155,7.408651691334205,Wet,Direct Seeding,Low,Rain-fed,45,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Central,Nakuru,Loam,656.6706644474876,24.690869732637548,1262.0328365360888,6.620840853645452,Wet,Cutting,Low,River,26,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Central,Kisumu,Rocky,667.2711827850228,21.46436391414662,1183.1561363889557,6.505686560058912,Dry,Seedling,Medium,Borehole,5,0.91,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Eastern,Nyeri,Loam,656.8253077983709,24.983968886654072,2028.3408673823824,7.341099105283172,Dry,Cutting,Medium,Borehole,118,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Eastern,Turkana,Rocky,598.9423136814754,22.612368001721105,1274.148270933183,7.547187926097353,Transition,Direct Seeding,Low,Borehole,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Coast,Turkana,Black Cotton,652.6125206763201,30.492293511877826,2535.149186120855,7.36304619299039,Wet,Direct Seeding,Medium,River,80,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Eastern,Kitui,Volcanic,671.0368697040071,30.81160826080905,2386.3449403777595,5.595872627313518,Transition,Cutting,Low,Borehole,88,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Coast,Turkana,Red Soil,668.7309599333017,24.485638286781032,1086.629673257687,7.400526305481228,Dry,Seedling,Low,Irrigation,78,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nyanza,Eldoret,Clay,690.4620620163552,18.62989588588442,2448.9529169365187,6.878666711780912,Wet,Cutting,Medium,Irrigation,88,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Eastern,Turkana,Clay,666.4315858026762,14.520173773601506,1318.107822500121,7.959964971610985,Dry,Seedling,Medium,River,25,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Western,Nairobi,Sandy,648.5888038197021,22.16213302093502,2435.9009654539705,5.501274972539859,Transition,Cutting,Low,River,46,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Garissa,Clay,684.5239053584444,20.938828491922266,673.2122536105646,6.761537775248655,Dry,Cutting,Medium,Borehole,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nairobi,Turkana,Sandy,629.69033048017,21.968894283035645,653.1052663787339,7.722245740629077,Dry,Direct Seeding,Low,Borehole,60,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Coast,Mombasa,Black Cotton,586.9226608812371,37.7055464349838,1402.7636986226803,7.293866920720834,Dry,Seedling,Low,Irrigation,74,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Kakamega,Rocky,622.8630452454348,22.96184463518756,1022.9067085806628,6.279719210537369,Transition,Cutting,Medium,Rain-fed,3,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Nakuru,Clay,593.7712612023005,18.113056157809208,2703.3881007643736,5.928774557450607,Wet,Seedling,High,Irrigation,39,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,North Eastern,Eldoret,Loam,597.2574796939039,26.507103902673983,2167.6705456294685,6.384815487610955,Dry,Cutting,High,Borehole,5,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Central,Kitui,Red Soil,623.7904599068471,20.96043844966943,899.6716380927944,6.682459416630334,Wet,Cutting,High,River,2,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,North Eastern,Kitui,Volcanic,591.3953973926249,19.317764805181422,1295.6907883587146,5.852964961449295,Wet,Cutting,Low,River,30,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Northern,Kitui,Black Cotton,615.618316960671,19.427609512911687,1121.2558187556838,6.0550263356858025,Transition,Direct Seeding,Low,Irrigation,15,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nairobi,Machakos,Black Cotton,536.3356600949337,17.979311559196557,1969.313481728218,6.945405501498659,Wet,Direct Seeding,Medium,Rain-fed,38,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Eastern,Turkana,Volcanic,641.6810788112699,16.390745874997613,889.8378782901957,6.657111894144943,Wet,Cutting,High,Borehole,29,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Northern,Kakamega,Red Soil,631.0766672107342,23.452901739372688,2160.180919209639,7.029118331843996,Dry,Direct Seeding,Medium,Rain-fed,25,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Nairobi,Kitui,Rocky,590.1619618892134,22.5942750522058,1656.167182751047,7.879593588542021,Dry,Direct Seeding,High,Irrigation,82,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Eastern,Eldoret,Black Cotton,663.9786768642432,32.1992428737032,1193.7969763696017,7.062736396403466,Dry,Seedling,Medium,Irrigation,27,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Eastern,Kisumu,Black Cotton,677.8949003239509,22.926608294489068,1647.461267336672,6.110399140576555,Transition,Seedling,Medium,Rain-fed,6,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nairobi,Eldoret,Loam,550.6384002241742,19.068635872085988,2241.088841372392,7.666766325473683,Dry,Cutting,Medium,River,21,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nyanza,Eldoret,Volcanic,592.8801545143123,29.007890694997226,2213.0268658461728,7.786724552861194,Transition,Cutting,High,River,80,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Central,Kitui,Loam,592.5592759532581,17.45673859042271,1662.387559044326,7.13364569551349,Wet,Seedling,High,Rain-fed,28,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nairobi,Kisumu,Clay,584.0212383871798,24.27202779660709,2854.0133422649865,7.052416069417896,Transition,Direct Seeding,Medium,Borehole,89,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Eastern,Machakos,Loam,672.4901355392104,23.33743704366921,2339.0603755437724,5.607216899598527,Dry,Cutting,High,Irrigation,9,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,North Eastern,Kisumu,Black Cotton,621.3250865039828,28.992700795772954,892.1341309214305,6.678574621580426,Dry,Seedling,Medium,River,20,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nyanza,Mombasa,Red Soil,617.7906513770924,24.27849332299883,774.1605537319958,6.789847516164211,Transition,Seedling,Medium,Rain-fed,47,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Northern,Nakuru,Loam,530.8232752222852,20.374203830120628,1867.27254816307,7.409121584781385,Dry,Seedling,High,River,49,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Eastern,Mombasa,Black Cotton,662.7872949530843,26.625821464423066,2128.574530490042,5.735570222352169,Dry,Seedling,Medium,Borehole,18,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nyanza,Marsabit,Sandy,569.0534736999493,21.84001145627053,1713.470748192428,5.773608317758172,Dry,Cutting,High,Irrigation,74,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Pine,Central,Nairobi,Red Soil,634.0130249559394,16.86769643581726,2889.6321861682286,7.985584088774239,Dry,Seedling,Low,Rain-fed,57,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Northern,Kisumu,Clay,644.8852403405326,25.934155401505222,1052.2944179397266,7.175497915787356,Dry,Direct Seeding,Medium,River,94,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,North Eastern,Machakos,Volcanic,699.0493232345556,19.94360037834731,1300.5751024213046,6.586114878049696,Wet,Seedling,Medium,River,10,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Eastern,Machakos,Rocky,565.5753734866673,24.978859983053518,2703.4774965922425,5.828615041620531,Dry,Seedling,High,River,112,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,North Eastern,Nyeri,Clay,480.0407856515817,16.382641404897917,2618.5522190666397,6.466199374968646,Transition,Cutting,Medium,Borehole,44,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nyanza,Eldoret,Sandy,640.2088706803078,20.14624508096176,1301.760233408923,7.904582915728299,Wet,Direct Seeding,High,Irrigation,45,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Northern,Kakamega,Rocky,721.0419525181657,23.2378434580428,1963.23910095565,6.172974727986795,Dry,Direct Seeding,Medium,Borehole,9,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Western,Kiambu,Black Cotton,692.9637110895949,22.849224488021925,1582.9440300116312,5.832221223012169,Transition,Seedling,High,Rain-fed,11,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Eastern,Turkana,Volcanic,641.4993642063542,17.97993501022877,509.0396544289192,5.774343618031125,Wet,Seedling,High,Irrigation,117,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Northern,Garissa,Volcanic,606.4345841610207,22.496148116905363,1203.196125182777,6.790013230434478,Wet,Seedling,High,Rain-fed,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Western,Nyeri,Red Soil,671.3725232744885,17.18599392637357,1893.3310618768785,7.004256225364482,Dry,Cutting,Low,Irrigation,16,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,North Eastern,Nyeri,Clay,582.3390834573995,18.825804378555382,1053.191888430583,6.44963657190613,Transition,Direct Seeding,Medium,River,105,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nyanza,Meru,Volcanic,654.8342819104339,26.269693990789875,704.7313205000121,6.275733548216935,Transition,Direct Seeding,Low,River,7,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Kakamega,Red Soil,656.2899014009544,17.30105845832548,2604.8465766062145,6.849608806356756,Transition,Seedling,Medium,Irrigation,65,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Eastern,Nakuru,Loam,684.0268888175669,19.91710174631961,1713.6745519642857,7.497442225097647,Dry,Seedling,High,Rain-fed,104,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Machakos,Rocky,768.9993953881769,16.26535743832284,654.5392346111349,7.702271912477752,Wet,Direct Seeding,High,Borehole,6,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Garissa,Loam,650.6371918015614,30.91579225791814,1982.2633535131583,7.40178656967416,Transition,Seedling,Medium,Irrigation,105,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Eastern,Meru,Rocky,605.568212157248,28.311389453358363,2327.6659332461445,5.547518500064179,Transition,Seedling,Low,Rain-fed,117,0.94,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Eastern,Marsabit,Red Soil,629.7376778330232,20.35766208858337,2690.946075169179,6.851449026784181,Transition,Direct Seeding,High,River,60,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nyanza,Eldoret,Rocky,542.562598198167,30.54304408136152,628.5265174663402,7.225072783554557,Dry,Direct Seeding,Medium,Borehole,22,0.9000000000000001,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Western,Eldoret,Rocky,596.28073688817,17.79251398580134,511.915326203841,6.491525855138501,Transition,Cutting,Low,Borehole,37,0.82,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Coast,Meru,Volcanic,610.5522715369677,22.950917127774733,1342.072508288072,6.143421824695584,Transition,Seedling,Low,Irrigation,114,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nyanza,Kisumu,Red Soil,604.8119735458934,21.731591681233912,2132.86497023618,7.003666904229215,Dry,Cutting,High,Irrigation,58,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Coast,Meru,Clay,638.6341370443091,18.96423516848811,2628.6775347171933,6.7684088580614095,Wet,Direct Seeding,Medium,River,102,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nyanza,Garissa,Clay,589.895396823513,24.850441621103748,1810.011439460716,5.846204021907417,Transition,Seedling,Low,Rain-fed,55,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Turkana,Loam,687.0679268088466,26.55246065971848,2204.0164754207726,6.260633208524405,Dry,Direct Seeding,Medium,Borehole,70,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Rift Valley,Kakamega,Clay,631.0267466885329,18.311868673645726,2344.301840420473,5.894269111779878,Dry,Seedling,Medium,Rain-fed,49,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,North Eastern,Kiambu,Clay,630.5513773856923,21.3187980285646,760.5160938446282,5.85574394699496,Wet,Seedling,Low,Borehole,61,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Rift Valley,Eldoret,Volcanic,614.6216576169771,14.314393886528656,1297.5681709333735,6.749232296427434,Wet,Direct Seeding,High,Rain-fed,100,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Coast,Eldoret,Red Soil,638.775927635572,20.651034098963613,1050.9242264162283,6.059430728952133,Transition,Direct Seeding,High,Irrigation,26,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Meru,Loam,672.2713066760048,24.690960481489626,1243.5032316274264,7.832913937428772,Transition,Direct Seeding,Medium,Rain-fed,95,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Coast,Kitui,Volcanic,587.659882657078,19.74594855044411,2013.5414608793728,6.754345552506748,Wet,Direct Seeding,Low,River,53,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Nakuru,Black Cotton,598.1105689888601,21.764694029644144,1683.3505552380632,6.654835182149643,Dry,Direct Seeding,Low,Irrigation,76,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nyanza,Meru,Red Soil,615.8300920037898,23.06691777180487,1112.6409731343574,6.901881931948591,Transition,Cutting,High,Irrigation,97,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Western,Garissa,Loam,563.7228472689623,16.090530128140053,2914.7125323583555,6.101563066823465,Wet,Seedling,Low,Rain-fed,94,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Eastern,Nakuru,Red Soil,590.0535004565481,25.03627508877461,1927.3053795009323,7.609630145504934,Wet,Seedling,Medium,River,78,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Rift Valley,Nakuru,Rocky,607.20534976539,16.15741723607357,2921.915098920483,7.171505951402095,Dry,Cutting,High,Borehole,38,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Northern,Kitui,Clay,674.7358524782594,23.46084325923612,850.7057714991923,5.89922378115521,Wet,Direct Seeding,High,Borehole,98,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nairobi,Kitui,Rocky,644.1444598927193,13.207870286760972,922.171730374332,7.364114493461312,Dry,Seedling,Medium,Rain-fed,65,0.92,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Kiambu,Loam,640.6958890110002,24.74276981296331,1621.7328424086695,5.774277922150162,Dry,Cutting,High,Borehole,51,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Northern,Machakos,Loam,673.5612915510216,15.637528891732982,678.0600718393041,6.629184320187928,Dry,Direct Seeding,High,Borehole,34,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Northern,Nakuru,Clay,624.1478040226532,23.92283426971034,535.9255148168725,5.552153681593523,Transition,Cutting,High,Irrigation,34,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nyanza,Kakamega,Rocky,650.5396359390675,21.350818370752982,1962.3027368120745,5.715416733503537,Wet,Seedling,Low,Irrigation,90,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Rift Valley,Machakos,Red Soil,625.8553057959982,21.45864140653828,2921.430037622996,7.837791858747893,Wet,Direct Seeding,Low,Borehole,4,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Garissa,Loam,644.2845109126044,15.925206330448402,1695.6715736519625,7.746842654744805,Dry,Cutting,High,Borehole,36,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Central,Garissa,Loam,601.8784605620439,27.067103606691905,2264.795276495687,7.24955933335957,Wet,Seedling,Low,Borehole,53,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Rift Valley,Marsabit,Black Cotton,509.07553552880154,18.73800769768761,768.5612198426907,6.001855457914358,Transition,Seedling,Low,Borehole,10,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Eastern,Machakos,Volcanic,624.3024353333078,17.874940507969068,661.3695125597081,7.128349852173776,Dry,Cutting,Low,Borehole,33,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,North Eastern,Eldoret,Loam,702.15380024762,24.458899448003454,2545.2372376147,5.955169030695061,Transition,Seedling,High,Irrigation,59,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Eastern,Nakuru,Clay,677.3271635547026,26.304963113475164,2229.770577901894,5.8369827159563,Transition,Direct Seeding,Low,River,48,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Central,Turkana,Black Cotton,679.2862676721816,27.395048376812596,1657.3789990966195,7.861450987395292,Wet,Direct Seeding,Medium,Rain-fed,80,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Western,Kakamega,Rocky,692.8229295329339,29.859839926938086,2821.354408568454,6.216162042862555,Transition,Cutting,Medium,Rain-fed,81,0.76,0,World Bank Real Data Based,True,True,v2_real_climate
