tree_species,region,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,tree_age_months,survival_probability,survived
Acacia,Central,Volcanic,676.5737082021889,24.643744228998305,1442.28541184093,6.654332034030956,Wet,5,0.95,1
Eucalyptus,Eastern,Clay,653.9728974472146,22.709175835714518,2759.7833256509366,7.77347548002099,Wet,46,0.95,1
Bamboo,Eastern,Sandy,918.5928387375451,19.13281089228881,2142.3878906678488,7.891536552708645,Wet,22,0.95,1
Bamboo,Rift Valley,Clay,906.506736326455,20.894434523557493,1123.8654996237651,6.179874315321578,Dry,6,0.85,1
Eucalyptus,Coast,Rocky,642.1765903364123,21.929902308712055,656.6330086383863,7.766093633361027,Wet,33,0.95,1
Indigenous Mix,Rift Valley,Sandy,754.7493138180332,20.8150041446992,2331.1218295952244,6.870801459316061,Wet,56,0.95,1
Cypress,Western,Clay,1038.2794038865482,15.728552884153753,995.2440818993502,6.9133256364290245,Dry,12,0.7,1
Eucalyptus,Coast,Volcanic,579.6225269605852,17.948737814928094,2626.5401446028445,6.903056970706312,Wet,28,0.95,1
Bamboo,Rift Valley,Clay,852.9324665831675,20.164860804583387,1858.8455433566153,5.7043133643669455,Wet,21,0.95,1
Cypress,Coast,Rocky,462.7122217382508,25.25095190365377,743.9062755982493,7.654967271010681,Wet,47,0.5,0
Indigenous Mix,Eastern,Sandy,745.131067668548,28.874382095740923,629.891443885671,7.465695498460082,Dry,4,0.9,1
Acacia,Northern,Loam,366.1615902319513,22.47496875678152,2694.5751953801023,7.698954637378823,Dry,41,0.85,1
Cypress,Eastern,Clay,910.169689826664,29.940220780347907,1881.284036956813,5.735379775314245,Wet,52,0.8999999999999999,1
Indigenous Mix,Western,Loam,558.9908611819187,11.350115622085264,1493.4534762132912,5.733519929938239,Wet,12,0.95,1
Eucalyptus,Northern,Sandy,1075.768680372561,18.65927957230503,1943.9834147028937,7.086456043875759,Wet,20,0.95,1
Cypress,Northern,Clay,914.023612532532,16.4069033278322,1407.751841585026,7.7429658524115474,Wet,1,0.7,1
Bamboo,Northern,Loam,1206.8234440420124,18.027197362957228,2550.9437686224333,6.282904987043206,Wet,9,0.9,1
Indigenous Mix,Northern,Volcanic,956.3885871787269,22.02905279271225,1544.4024481877493,7.960275797591244,Wet,4,0.95,0
Acacia,Rift Valley,Sandy,916.9660458417186,18.1381510784285,732.576216150068,5.573410397755981,Wet,5,0.95,0
Acacia,Eastern,Clay,422.38050522109677,16.95420855325185,2795.519999056938,5.776871113297395,Dry,2,0.65,0
Acacia,Northern,Sandy,163.4435302974216,18.960890064527838,1735.5311181257498,7.570623131093046,Wet,21,0.7,1
Cypress,Rift Valley,Sandy,873.0897500022121,19.70454468222707,1550.2968196193124,7.763399685694676,Dry,57,0.95,1
Cypress,Western,Clay,1274.7489090740607,24.567477384605077,2515.489702509477,7.609343316016811,Wet,16,0.75,1
Cypress,Eastern,Sandy,523.0602168626456,24.519092092200907,2138.2060242291454,7.9793565429195965,Dry,47,0.75,1
Eucalyptus,Western,Rocky,1108.6047832089175,15.416255765889716,2845.762046121207,7.67801120565763,Dry,15,0.7,1
Bamboo,Northern,Rocky,881.8093380589805,25.25190894360634,1901.1015774511,5.777473673033703,Dry,8,0.49999999999999994,1
Bamboo,Rift Valley,Clay,1192.2736432279949,20.113608970581556,1697.675157758378,5.545000222363037,Dry,46,0.95,1
Eucalyptus,Western,Rocky,1021.6431442662509,25.076837420065267,545.0163890011363,7.9070258926850645,Dry,57,0.7999999999999999,1
Eucalyptus,Eastern,Clay,910.1861940204021,31.190918383975614,741.3361754886021,6.104734570647097,Wet,11,0.7999999999999999,1
Acacia,Rift Valley,Clay,1023.6212592036205,17.570420020203606,1997.0207409587285,5.661228178122919,Dry,46,0.95,1
Cypress,Northern,Sandy,1171.5896144123362,22.573553090819843,1213.225845893291,6.572956483490892,Dry,21,0.85,1
Indigenous Mix,Central,Rocky,904.2591128474223,27.817543839774935,787.3324926489171,5.734643212058391,Dry,17,0.8,1
Eucalyptus,Western,Sandy,644.626204983863,23.205242385540824,2776.6914485878488,6.6610830905638565,Wet,29,0.95,1
Acacia,Eastern,Rocky,776.739855441802,25.172701440286122,2472.005659763399,7.099013902944204,Wet,12,0.85,1
Eucalyptus,Northern,Clay,927.2702779135697,22.716695838031153,2001.6276663708898,7.358984790441399,Wet,17,0.95,1
Eucalyptus,Coast,Volcanic,1041.9692530042998,23.030247589397565,1097.141651004819,6.674104436701772,Dry,35,0.95,1
Bamboo,Central,Clay,348.58388779069935,25.80027981844801,1017.481446096067,6.7914315711149476,Wet,8,0.30000000000000004,1
Bamboo,Rift Valley,Loam,707.237276885041,18.239217972047083,2506.464198949532,6.930121608423252,Wet,41,0.95,1
Eucalyptus,Coast,Loam,863.9589884713067,18.240153341305906,784.5959836915035,6.363057857004231,Wet,19,0.95,1
Indigenous Mix,Eastern,Volcanic,1244.1704166625664,18.453248560319665,2705.646390237119,7.17735751185627,Wet,33,0.95,1
Bamboo,Central,Rocky,843.4602993972666,18.92613567421541,2216.474783731517,5.786219095164763,Wet,37,0.8499999999999999,1
Eucalyptus,Rift Valley,Volcanic,1256.4195493495768,19.545312750643173,677.5191613331386,5.700450035204758,Dry,10,0.95,1
Eucalyptus,Eastern,Loam,770.4235603147215,22.094248114724238,2090.2401160238555,7.783217368940592,Wet,6,0.95,1
Cypress,Western,Clay,456.88213780380147,22.542798528882617,529.2665268272601,6.555085650319097,Dry,45,0.75,1
Indigenous Mix,Northern,Loam,747.608644457021,14.574889208595511,2541.8080063963616,5.6684613869638065,Wet,36,0.95,1
Pine,Western,Loam,516.8447883728848,16.527067302235356,2472.4628998019834,6.616048791003955,Wet,44,0.85,0
Eucalyptus,Northern,Rocky,254.20762140058298,18.534065863817904,1955.4968664852847,6.427931058594069,Wet,33,0.5499999999999999,1
Eucalyptus,Central,Rocky,419.9316585428446,22.221296930351645,2114.3512752390307,5.611946126261671,Dry,29,0.7499999999999999,1
Indigenous Mix,Rift Valley,Rocky,1182.0920996454938,19.50866058449825,1989.9721054587046,5.7531497865378975,Wet,12,0.95,1
Bamboo,Northern,Loam,808.385436573338,24.090935392338743,839.4726176598429,5.748255506884233,Wet,27,0.95,1
Pine,Eastern,Volcanic,258.8655734665465,20.22506357943356,2750.2079575412017,5.7903474005013145,Dry,23,0.44999999999999996,1
Bamboo,Eastern,Clay,804.2969774631799,22.78093911470439,720.5042594746767,7.017193353942325,Dry,32,0.95,1
Bamboo,Coast,Loam,441.82249808028337,22.714715473818533,1884.278713395028,6.85426203102501,Dry,51,0.9,1
Acacia,Coast,Rocky,962.8479677957073,26.243832513032118,942.9273131796638,6.768615915299355,Dry,39,0.85,1
Pine,Western,Rocky,887.9786309740391,16.084925033339374,2999.2845103897853,5.876303729158534,Dry,17,0.49999999999999994,0
Indigenous Mix,Eastern,Volcanic,485.4427660384421,15.994849169615375,2481.303479907298,6.653613779718281,Dry,37,0.95,1
Indigenous Mix,Northern,Loam,876.121898448372,24.338465858827167,1833.4665719134064,7.674922899119212,Dry,28,0.95,1
Cypress,Western,Sandy,691.5064166943029,31.839494714640676,586.1531485625001,7.924019317120239,Wet,44,0.7,1
Eucalyptus,Northern,Loam,876.5820162240689,27.229483577479346,1438.3247697990046,6.214458888814676,Dry,57,0.95,1
Acacia,Coast,Loam,960.9174116853377,23.53468853679776,1639.9481893998422,6.608639590954761,Wet,9,0.95,1
Indigenous Mix,Coast,Volcanic,493.0316701570106,18.027869732656598,1279.747700010701,6.140118912762386,Dry,55,0.95,1
Pine,Northern,Volcanic,1387.1190921624925,20.79292794789897,2306.7673942455713,7.23133107884277,Wet,12,0.85,1
Cypress,Rift Valley,Sandy,531.6950261973791,18.580202491004513,2893.6200475952405,5.522158212783673,Dry,40,0.75,1
Indigenous Mix,Eastern,Clay,954.5128019828563,25.578291223789456,857.1257182520965,7.383569805642423,Dry,1,0.9,1
Acacia,Northern,Loam,569.8836480287971,23.05908539487239,1719.069524168027,5.694123336679013,Dry,8,0.95,1
Pine,Eastern,Rocky,231.9155999138643,23.066468536864694,692.1551881904088,6.751560670176044,Wet,2,0.14999999999999997,0
Bamboo,Northern,Loam,469.50142538617933,25.18146584219305,2658.5019171425047,6.50326506054928,Wet,29,0.85,1
Cypress,Coast,Loam,851.636411700633,28.013136505238318,1048.1849048096892,5.584172945534682,Dry,25,0.95,1
Bamboo,Eastern,Rocky,802.3892847941992,27.018547619053386,1623.374355099105,6.964661971133798,Wet,50,0.7,1
Acacia,Coast,Loam,1053.0117866471176,24.797245379975188,2509.896268881301,6.881252418519723,Dry,8,0.95,1
Cypress,Central,Rocky,249.99765064807013,21.8595806720351,834.5709074992328,7.073894242229342,Dry,15,0.14999999999999997,1
Eucalyptus,Rift Valley,Clay,968.0919323969317,18.921856627512177,2287.5967971267096,6.9837144074398365,Wet,5,0.95,1
Acacia,Eastern,Sandy,749.1652287549897,22.74798739036777,1912.4608941881338,7.666369954372717,Dry,51,0.95,1
Pine,Rift Valley,Volcanic,732.1217386478745,25.780266610393234,2910.1960412252706,5.723223811313932,Dry,27,0.8999999999999999,1
Indigenous Mix,Central,Rocky,547.279855238961,24.052379219472282,1135.578459371739,7.68877806638154,Dry,17,0.75,1
Bamboo,Eastern,Clay,1472.3403707062193,19.948592820145016,2998.665620539077,5.76202016249393,Dry,47,0.75,1
Indigenous Mix,Rift Valley,Volcanic,1181.2098755276575,25.154079245723096,507.20312916403645,7.647391713551574,Dry,36,0.95,1
Eucalyptus,Eastern,Volcanic,986.6621432130206,16.305834411096154,1680.7045104074543,7.700391844803713,Dry,45,0.95,1
Bamboo,Eastern,Rocky,1001.8658648952354,21.177917797693095,814.3106724805655,7.342741376080128,Dry,28,0.7499999999999999,1
Eucalyptus,Central,Sandy,857.6878934425688,21.258885612041148,1218.5239911639492,6.419464969390383,Dry,44,0.95,1
Eucalyptus,Eastern,Sandy,475.2897983682929,25.942743091586504,2777.671756918459,7.595663398864263,Dry,25,0.7999999999999999,1
Eucalyptus,Eastern,Sandy,997.7094046617209,20.622448547657996,1166.687991654944,7.312141248287542,Wet,26,0.95,1
Pine,Eastern,Loam,1116.083719773098,18.38268595564856,2432.3037046902878,6.8032401191353475,Wet,53,0.95,1
Indigenous Mix,Central,Clay,342.5883650036582,15.232200719328034,954.3479767736575,6.588769063680477,Dry,58,0.6,1
Indigenous Mix,Eastern,Loam,1086.7123868363246,31.59500446609303,1920.2312808446682,7.15751836535444,Dry,32,0.95,1
Acacia,Western,Volcanic,1001.0659691832016,25.384831936697687,1644.9893975089287,6.495013232386257,Dry,29,0.95,1
Pine,Central,Volcanic,1301.4448673546276,21.46220434070546,1684.5245709948665,5.644611123617901,Wet,32,0.95,1
Pine,Eastern,Sandy,1052.0029480236822,31.907895824075958,2442.3200258180636,6.0124530238170415,Dry,26,0.6,0
Acacia,Eastern,Loam,458.8575858391333,17.302971080997416,2954.1333096311196,6.818162952288141,Dry,1,0.8,1
Eucalyptus,Northern,Sandy,729.7940422679056,24.331791872231673,1674.9706703948416,7.725352843490036,Wet,49,0.95,1
Bamboo,Western,Sandy,328.7019932975984,21.921739691889154,611.4095586216979,6.539105466714764,Dry,32,0.44999999999999996,0
Pine,Northern,Sandy,641.0186691612532,23.123128926945096,1186.75953761973,7.517413727209984,Wet,13,0.95,1
Acacia,Central,Clay,1126.1585553185914,22.909195186025304,1703.3334413391622,7.744186681694892,Wet,11,0.95,1
Cypress,Eastern,Loam,671.2266739104015,24.9427663488536,2901.5674387829995,5.992314261133571,Wet,57,0.95,1
Pine,Rift Valley,Rocky,1046.9686635040468,21.597240540903883,940.2386783264867,6.034892596720592,Wet,51,0.8499999999999999,1
Pine,Coast,Sandy,1208.3630345963356,17.02500053394821,1488.0148157749254,7.882241989994569,Wet,30,0.7,0
Pine,Northern,Volcanic,1015.9273826444546,15.533635210644182,2166.501197616548,5.906749359521415,Wet,44,0.95,1
Cypress,Northern,Volcanic,424.8776798090847,25.022576631776833,1304.1749741488716,7.62010522400371,Dry,57,0.7,1
Acacia,Coast,Loam,1848.7633368800298,14.682970207866557,1703.8733506896358,7.088609114148807,Dry,49,0.95,1
Indigenous Mix,Western,Sandy,1034.8511494213676,14.80112893444958,2981.1057234369473,6.465807932691165,Wet,1,0.95,1
Pine,Central,Clay,804.2819203509302,17.230302903016778,1052.1319574075223,5.597324908314168,Wet,34,0.8999999999999999,1
Indigenous Mix,Western,Rocky,690.6352560394929,14.69221911374592,2297.8997423614223,6.908311605082616,Wet,51,0.95,1
Indigenous Mix,Northern,Rocky,1033.7821662182491,20.54712448451319,2866.1412828760135,7.731395568716186,Dry,42,0.95,1
Bamboo,Eastern,Clay,374.38743873575794,23.068229407562356,1138.2726912598291,6.239236685104011,Dry,4,0.24999999999999997,0
Indigenous Mix,Eastern,Sandy,767.3071723113952,27.169816282495113,737.632613831732,7.566866920065618,Dry,24,0.95,1
Acacia,Coast,Volcanic,818.953768266955,28.551923510849853,1658.234133181992,5.613508203671731,Dry,53,0.95,1
Bamboo,Coast,Volcanic,597.2875762515165,22.170762087440124,2932.6954074308323,6.06531332812418,Wet,3,0.75,0
Indigenous Mix,Rift Valley,Sandy,1132.0971238935508,17.463699766194388,2101.5889820064663,6.539859761454638,Wet,37,0.95,1
Bamboo,Eastern,Volcanic,660.6787213071837,24.31030446625948,1427.352520394413,7.754850491872875,Wet,21,0.95,1
Pine,Northern,Clay,413.004147252436,13.002680342623053,2384.5742514230465,5.551678422229761,Dry,11,0.5,0
Cypress,Coast,Volcanic,127.79786407407573,20.53101674929603,2873.0215671762808,7.080398747966143,Wet,49,0.6499999999999999,1
Cypress,Northern,Clay,107.2448806145403,22.785268027007252,2832.31215642418,7.568765799683053,Dry,23,0.35,1
Eucalyptus,Coast,Rocky,674.6660607704661,26.711190757486808,577.1447607701812,5.629738248796027,Wet,53,0.8999999999999999,1
Eucalyptus,Central,Loam,1117.4621140831723,26.687800611023825,1905.1819860064277,7.867726667771297,Wet,15,0.95,1
Cypress,Northern,Sandy,1038.2420180228537,20.89872699251956,540.1546624525154,7.455428157728115,Dry,14,0.85,1
Eucalyptus,Central,Loam,839.5159668602947,17.505696965207036,1752.7197006554927,7.265482957408397,Dry,1,0.9499999999999998,1
Cypress,Eastern,Loam,488.91469820751746,21.75896959256469,2903.783347457712,7.2860269090664955,Dry,10,0.8,0
Eucalyptus,Coast,Loam,1116.2386028056935,29.46791384654435,1291.3741631696748,7.541026962412577,Wet,16,0.95,0
Acacia,Northern,Volcanic,396.35454912433335,25.410297542884003,907.0376241921595,5.967286101521154,Dry,5,0.45000000000000007,1
Bamboo,Western,Clay,343.29224413463265,27.563441874949625,2331.747626475701,6.511318463934674,Wet,50,0.4,0
Acacia,Central,Volcanic,465.0426680154023,28.179058100034695,641.464140366789,6.434802617532034,Wet,54,0.95,1
Acacia,Coast,Sandy,879.1517012746677,20.198126767098,2463.172028790038,7.002756739060821,Dry,10,0.95,1
Pine,Coast,Rocky,791.8130181080898,20.663719427884867,2942.760582628933,5.757803406020189,Wet,41,0.8499999999999999,1
Cypress,Western,Sandy,607.1728091154325,30.507605352103674,1366.3104198817955,6.494030946382177,Wet,25,0.7,0
Cypress,Coast,Rocky,1040.3492059471769,32.5543631851214,2224.447123120303,5.859854783930577,Dry,41,0.3999999999999999,1
Pine,Northern,Loam,1302.035627089561,28.70230525895174,2121.26205029672,6.168505069643853,Wet,15,0.75,1
Cypress,Eastern,Sandy,1384.601287316446,19.207426289530563,1958.8924183120464,6.814390548897837,Dry,4,0.55,0
Eucalyptus,Coast,Rocky,735.5268934549765,23.38396724662644,1968.9646777735047,7.252848986043684,Dry,49,0.9499999999999998,1
Eucalyptus,Coast,Sandy,820.864426327173,25.612942508100527,2849.1287782337704,6.05120923368326,Wet,32,0.95,1
Acacia,Western,Volcanic,792.4973881072875,32.528385331703156,2357.062437265791,6.3176116103795446,Dry,25,0.95,1
Acacia,Central,Loam,668.9707288285348,13.967114496306603,2308.6195446250026,5.522635403950927,Dry,41,0.95,1
Acacia,Central,Clay,649.107568834597,23.317436076655298,998.1758411670021,7.693675116636205,Wet,5,0.95,1
Eucalyptus,Western,Sandy,726.1070733899579,25.488884505056063,1561.9288260626322,6.038360953456381,Wet,48,0.95,1
Bamboo,Western,Sandy,718.813826141619,26.46294758557176,1733.7524803860206,6.208261906062327,Wet,1,0.7,1
Eucalyptus,Eastern,Rocky,681.9171687954218,29.34899463138644,1015.5435127103497,7.499296909912153,Dry,54,0.7999999999999999,0
Acacia,Rift Valley,Rocky,1099.7989133719261,20.814615045572108,2094.885656711847,7.584107835359896,Dry,37,0.95,1
Indigenous Mix,Eastern,Volcanic,800.8056022264336,8.490824329252796,2462.7442852392687,6.997113500198598,Dry,54,0.95,1
Eucalyptus,Central,Volcanic,595.7146772579738,17.491092066495895,2282.4000196470142,5.528731183245288,Wet,29,0.95,1
Acacia,Western,Loam,962.8113193930171,16.805701051065597,2704.2265296087703,7.535314213977904,Wet,5,0.95,1
Indigenous Mix,Rift Valley,Rocky,768.7627537326432,25.898777481444103,1883.450469664369,6.137205622287206,Wet,25,0.95,1
Eucalyptus,Rift Valley,Sandy,984.710218808766,19.174131841970105,2465.8943326537037,7.080541494384873,Dry,16,0.95,1
Bamboo,Central,Volcanic,731.0601108274418,17.742967828698433,1883.4279743744296,6.75783118137885,Wet,23,0.8999999999999999,1
Indigenous Mix,Coast,Volcanic,926.0283471355524,25.034252966078355,1598.0265031242934,7.026366887538561,Wet,46,0.95,1
Indigenous Mix,Northern,Rocky,0.0,19.91648699882833,2351.5653722359266,7.657430997467406,Wet,30,0.65,1
Eucalyptus,Rift Valley,Rocky,587.1260435752482,15.707475446623327,763.363711203333,6.055903261870426,Dry,14,0.49999999999999994,1
Cypress,Coast,Clay,555.392032918214,17.504444507863866,1339.184582597649,7.373476132002898,Dry,33,0.6,1
Pine,Rift Valley,Loam,1361.2895526115346,23.94807088685452,2255.3652404545737,5.929234769263624,Dry,54,0.9,1
Pine,Central,Volcanic,787.339581706387,31.657195755635282,2832.818086020771,6.597738913127071,Dry,26,0.7,0
Eucalyptus,Western,Clay,811.4713984880085,14.75704292683228,1548.179152915055,5.545310102614325,Dry,3,0.7999999999999999,1
Acacia,Central,Clay,1239.2531716257313,26.98429386732904,1133.1809588067877,5.524946941646124,Dry,57,0.85,0
Indigenous Mix,Western,Loam,696.3820535989859,20.62550621057192,1213.7719502962789,6.828943491937483,Wet,41,0.95,1
Cypress,Rift Valley,Rocky,559.9884306807061,21.682377126923225,1469.565224792328,7.508844148656508,Dry,57,0.55,0
Indigenous Mix,Coast,Rocky,846.3825288562334,27.90022684405585,2954.268356302854,6.626196428676488,Wet,29,0.95,1
Cypress,Northern,Rocky,476.638456586843,18.556411667885424,1376.3013357154045,6.431333184398877,Dry,52,0.55,1
Eucalyptus,Central,Rocky,974.429755639284,20.983819603466134,1448.0663429511224,7.578419265554925,Dry,34,0.9499999999999998,1
Indigenous Mix,Coast,Sandy,579.7478603664513,22.409977782067802,2416.2876238314616,6.95928396932841,Wet,17,0.95,1
Acacia,Northern,Volcanic,1000.5949580481777,17.409956188890977,1466.5504315845856,7.15620986735402,Wet,17,0.95,1
Indigenous Mix,Northern,Sandy,421.5052682482204,31.94904552121762,2435.7567073614878,7.631462387345857,Wet,42,0.8,1
Indigenous Mix,Western,Sandy,558.4827822969789,29.52707800254231,1971.262337897472,5.963431947706279,Wet,30,0.95,1
Acacia,Western,Sandy,388.2876199101783,22.155224488811783,692.4291734521852,7.240390362844813,Dry,18,0.6,0
Cypress,Northern,Volcanic,1265.3465133787113,11.168095782921108,1833.1284981977562,7.091904292610818,Dry,30,0.7,1
Bamboo,Rift Valley,Volcanic,979.1684654760154,17.258259978878996,1046.7890324948182,6.988258164818722,Dry,15,0.7999999999999999,1
Acacia,Central,Rocky,590.9684544711275,24.910132835423635,720.9623674612967,7.247372071218464,Wet,1,0.7,1
Acacia,Northern,Sandy,631.5178894885508,14.181551573272873,2721.160274807302,7.5608172296981735,Wet,6,0.95,1
Indigenous Mix,Northern,Sandy,820.39727227435,14.843886220165627,2340.5722063213752,6.591048996823982,Wet,8,0.95,1
Cypress,Coast,Loam,587.8119858092115,22.626826578825845,737.2948420541743,7.997231530083226,Wet,10,0.9,1
Cypress,Eastern,Loam,1534.8379396874302,16.118483715383654,1260.075681119999,6.29526111725868,Dry,21,0.65,0
Bamboo,Northern,Sandy,256.38832966111397,25.202667958155168,2135.8550137317993,6.080045450772027,Dry,32,0.30000000000000004,0
Indigenous Mix,Coast,Volcanic,810.5380009783211,16.455016533945383,513.3654021359112,7.84603435964536,Wet,19,0.95,1
Cypress,Western,Sandy,1330.631534977826,19.539282424019987,1473.076179229471,6.0721886562087475,Dry,28,0.75,1
Cypress,Coast,Sandy,987.6524050493107,26.426157414944953,1982.8955475986704,5.633369992472244,Dry,55,0.7999999999999999,0
Bamboo,Rift Valley,Loam,644.1821040756872,22.76720487977136,2110.641809127029,7.93561913536189,Dry,7,0.95,1
Indigenous Mix,Northern,Sandy,968.8642580523065,17.60092823248973,1637.929979334141,7.169401479007883,Wet,50,0.95,1
Bamboo,Northern,Loam,1266.2481262144322,26.269879882761117,2595.3874374716065,7.507027337061251,Wet,56,0.85,0
Bamboo,Rift Valley,Loam,864.3702210120543,26.84511686809394,2584.479877297068,7.106444025809085,Wet,44,0.95,1
Bamboo,Northern,Loam,557.7693795591156,21.254974003180674,2017.1173888503479,7.702432514099144,Dry,16,0.8,0
Eucalyptus,Western,Loam,750.0592615294313,23.059393393259114,2343.5652144266933,6.216298872317807,Wet,37,0.95,1
Bamboo,Northern,Rocky,886.5961792422452,22.37388133960984,1662.523793816069,7.618469826428434,Wet,39,0.8499999999999999,1
Bamboo,Western,Sandy,1291.0477070337347,16.970936648189454,2729.7327581414065,6.26512865880697,Wet,7,0.6,1
Acacia,Coast,Rocky,746.9677510652654,14.256908505681267,1171.4054186341064,5.752445267044402,Dry,37,0.85,1
Bamboo,Coast,Rocky,781.4707400419613,24.39720759043032,1195.9212041566416,7.495732993022967,Wet,39,0.8499999999999999,1
Acacia,Rift Valley,Sandy,393.7159836693555,16.98443991980011,2938.433192866052,5.925288543273203,Dry,55,0.55,0
Bamboo,Western,Rocky,479.23350041307225,23.82159760313975,1696.2402906399047,7.451390067218035,Wet,23,0.55,1
Pine,Central,Volcanic,234.26992437372735,20.030990657782468,2555.953027963386,5.642446817493421,Dry,48,0.5499999999999999,1
Pine,Western,Volcanic,852.1883449057124,16.804632168041095,2412.9008220419155,7.851048018251867,Wet,13,0.8999999999999999,1
Cypress,Rift Valley,Rocky,0.0,14.655382681649032,2595.5760527045013,6.403509447667966,Dry,25,0.1,0
Bamboo,Northern,Rocky,812.8796735643239,28.723380600510666,2340.5995253345827,6.782242638797023,Wet,39,0.7,0
Indigenous Mix,Northern,Loam,536.5189778979902,26.809783097776894,829.133971983146,7.636758625232994,Wet,3,0.95,1
Bamboo,Central,Loam,635.5193615224769,26.166669558901535,2817.8094546611233,7.924816313362977,Wet,3,0.85,0
Acacia,Central,Clay,1171.4713821939295,17.61503702744724,1933.0579861239787,6.344123254998086,Dry,21,0.95,1
Pine,Central,Rocky,548.4242604658307,17.566595388582712,501.6334769032489,7.676672585313794,Wet,13,0.4,1
Pine,Western,Volcanic,915.6980001407713,13.67357666433774,998.7632873240211,6.234872752542244,Dry,46,0.8999999999999999,1
Eucalyptus,Northern,Volcanic,1022.6458413129371,26.994083223890755,2038.134133206035,7.40106077920618,Wet,50,0.95,1
Eucalyptus,Western,Rocky,684.4934564861409,23.914944923704642,576.1592157724003,6.011120931160683,Dry,9,0.8499999999999999,1
Eucalyptus,Eastern,Clay,670.1297543644558,23.57224458675981,2065.805879140488,6.196176822318881,Wet,47,0.95,1
Eucalyptus,Coast,Clay,786.3463264096273,19.878818333009782,1093.6963918806437,5.624035933347094,Dry,8,0.95,1
Cypress,Western,Clay,675.1416785344238,16.34965330479821,2503.614440557384,6.480233942261432,Dry,32,0.7999999999999999,1
Bamboo,Coast,Volcanic,860.6062810970021,23.074700849694665,2818.387951465743,6.414714523892201,Wet,51,0.95,1
Cypress,Rift Valley,Loam,584.3502837173809,25.725026564386404,1362.7093637830844,5.575259680528298,Dry,28,0.75,1
Indigenous Mix,Western,Rocky,471.36996281162396,24.730367565685555,1239.1363540312132,7.0490398173623054,Wet,22,0.85,1
Cypress,Northern,Loam,1062.8140377589382,29.36335337875491,2975.2721152171644,6.279698589409313,Wet,1,0.85,1
Pine,Eastern,Rocky,805.7464745173577,23.148503735839274,2962.114359917735,7.8474910552149435,Dry,9,0.6499999999999999,1
Pine,Western,Sandy,494.8889991825656,26.706289273973987,1353.5631740107458,6.6219470099865365,Wet,54,0.7,1
Indigenous Mix,Western,Sandy,1047.4247019716893,26.080034243872117,1944.7277817352208,7.7608994374846425,Dry,16,0.95,1
Pine,Eastern,Rocky,1132.0550546569466,21.429704138138217,1123.6455107330808,7.292801421180483,Dry,4,0.5499999999999999,1
Pine,Coast,Clay,468.6766167465246,26.61985229292202,976.5245826861244,5.961581143368423,Wet,49,0.7,0
Pine,Rift Valley,Rocky,783.0380768054797,15.488803954918385,792.3088388134787,7.205382903904088,Dry,46,0.6,0
Acacia,Eastern,Loam,258.3328215748953,28.869039137135523,1387.8291193845314,5.613122972547219,Wet,21,0.7,0
Eucalyptus,Eastern,Clay,1372.825595688048,26.049446608305583,2745.966166460087,6.498796961467337,Wet,55,0.8999999999999999,1
Cypress,Coast,Volcanic,727.5968676780485,22.842009784677366,689.1527597602771,6.403853496885096,Dry,9,0.95,1
Acacia,Eastern,Sandy,1009.0192727695531,26.945371053477384,2042.3600684612547,7.658664325853659,Dry,59,0.95,1
Pine,Coast,Sandy,329.8012539426416,23.89173597803632,1558.8697899797407,7.483926636347004,Dry,31,0.44999999999999996,1
Eucalyptus,Central,Sandy,675.9183399735067,31.43843828670095,1066.3040650902644,7.034925765813082,Wet,42,0.8999999999999999,1
Eucalyptus,Central,Sandy,771.9091433782487,28.62898323771095,1377.047773337539,6.406399491397736,Dry,17,0.8999999999999999,1
Indigenous Mix,Northern,Volcanic,1009.1195822043161,20.80416809965481,1914.2204303525143,5.95668096059917,Dry,13,0.95,1
Eucalyptus,Central,Sandy,923.2286568727652,21.065983043694988,796.6094143539508,7.834373557503675,Wet,47,0.95,1
Eucalyptus,Central,Volcanic,455.8034097054979,20.437891042524754,2141.024008751642,7.927877268420715,Dry,44,0.95,1
Cypress,Eastern,Rocky,983.0648508767667,22.784864804842172,2154.4443311790965,5.692007620786054,Dry,32,0.7499999999999999,0
Pine,Central,Loam,765.1030882171226,20.538401753308566,1595.441791665888,7.748150897311724,Wet,36,0.95,1
Acacia,Western,Rocky,1147.2038935170701,28.432986846988122,675.2703491031424,6.488148288577895,Wet,4,0.75,1
Eucalyptus,Coast,Sandy,345.6589072457699,23.607966056696192,1756.068217915941,7.328715899257789,Wet,7,0.6499999999999999,0
Pine,Northern,Sandy,867.5792351742648,25.463613775584296,2074.551636086769,6.508026582959557,Wet,5,0.7,0
Bamboo,Northern,Sandy,450.12863184220816,11.420792173833865,2733.986466125329,7.145137459653052,Dry,46,0.6,1
Pine,Central,Volcanic,800.8431547058369,29.89391788306126,1584.426415045044,6.1237576992068545,Wet,20,0.8999999999999999,1
Acacia,Eastern,Clay,845.936768777323,26.95354126851758,2571.2203347381023,7.282114989652388,Dry,19,0.95,1
Cypress,Coast,Loam,1112.5173992176553,24.917721515059437,2866.890611730602,6.5005306896241795,Wet,3,0.95,0
Eucalyptus,Rift Valley,Loam,746.5341558844289,15.178761223910449,1577.4597548020552,6.261231331872377,Dry,47,0.95,1
